ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_535,0,Участник мероприятия,Аналитический контроль; ,,,,"""Филиал АО """"АЭМ-технологии """"Петрозаводскмаш"""" в г. Петрозаводск """,,2004-03-15,,среднее профессиональное,НИУ МЭИ ,1999,Эксплуатация железных дорог,13.615271770084178,,0,28.061676661720014,,
ФИО_38,0,Участник мероприятия,Охрана труда; ,Инженер 1 категории,,2019-04-01,"""Филиал АО """"АЭМ-технологии"""" """"Петрозаводскмаш"""" в г. Петрозаводск""",,1986-08-30,2021-05-14,,,,,39.66601832618065,,0,,,
ФИО_431,0,Участник мероприятия,Инженерное мышление. Каракури; ,Слесарь сборщик ЯБП,,03.2013,Аэрокосмический колледж СибГУ им. М.Ф. Решетнева,,,,,ОТИ НИЯУ МИФИ,,,4.844019626897609,0.0,0,28.941448388444307,,
ФИО_568,1,Участник мероприятия,Строительный контроль; ,Мастер,,1997-09-01,"""Акционерное общество """"Атомэнергосбыт""""""",,25.03.1991,2020-09-15,,,,,19.171614477784132,,0,,,
ФИО_214,1,Участник мероприятия,Инженер-технолог машиностроения; ,Инженер-проектировщик 3 категории,,2018,"""АО """"ЕВРАЗ ОБЪЕДИНЕННЫЙ ЗАПАДНО-СИБИРСКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""""""",,1987-08-31,,Высшее,,2015,инженер,63.392531865153515,,0,,,
ФИО_6,1,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер-технолог 1 категории,,2005-07-05,"Федеральное государственное унитарное предприятие ""Производственное объединение ""Маяк""""",,15.12.1998,нет,,,,,52.96935688106747,0.14165762997748843,0,36.886976882579425,,
ФИО_106,0,Участник мероприятия,Электроника; ,Инженер по проектно-сметной работе 2 категории,Инженер,2016-07-31,Институт теоретической и математической физики,,1986-07-27,2011-10-06,,,,,42.02454983364973,,0,,,
ФИО_614,0,Участник мероприятия,Аналитический контроль; ,ведущий специалист,,2007-10-01,Санкт-Петербургский Государственный Университет,,,2020-06-16,,ИАТЭ НИЯУ МИФИ,,,12.002156765479647,0.11396264102266693,0,43.57434445098809,1.1822413570009183,2.1810300740965576
ФИО_620,0,Участник мероприятия,Работы на токарных универсальных станках; ,Инженер по организации управления производством,,2020-06-22,"""АО """"ЕВРАЗ ОБЪЕДИНЁННЫЙ ЗАПАДНО-СИБИРСКИЙ МЕТАЛЛУРГИЧЕСКИЙ Комбинат"""" """,,1993-03-02,28-03-2022,,,,,60.2008013043906,0.27398309090428086,0,31.01882018939426,,
ФИО_540,0,Участник мероприятия,Аналитический контроль; ,Инженер по метрологии,,2004-02-01,Акционерное общество Атомспецтранс Озерский филиал,,1987-05-06,,,,,,37.75633609942169,,0,,,
ФИО_157,0,Участник мероприятия,Строительный контроль; ,инженер,Специалист (рабочие специальности),,Артем Александрович Бондаренко,Вывод из эксплуатации объектов использования атомной энергии,,16.07.2021,,,,,15.399727936145364,0.08053972760236029,0,35.60956347913888,1.4649211367618329,2.046159377523189
ФИО_236,0,Участник мероприятия,Работы на токарных универсальных станках; ,Электромонтер,,,"ФГУП ""Приборостроительный завод им. К.А. Володина",,02.02.1986,,,,,,66.00623398742022,,0,,,
ФИО_396,0,Участник мероприятия,Охрана труда; ,,,1997-09-25,Филиал АО ''Концерн Росэнергоатом'' ''Кольская атомная станция'',,04.06.1984,2000-07-03,,,,,0.0,,0,,,
ФИО_102,0,Участник мероприятия,Охрана окружающей среды; ,Ведущий инженер-проектировщик,Специалист (рабочие специальности),2021-12-09,"ФГУП ""Комбинат ""Электрохимприбор""",,2000-08-11,2021-05-14,,,,,35.719661337509876,,0,36.095601532468706,,
ФИО_360,1,Участник мероприятия,Сетевое и системное администрирование; ,,,2000-09-12,АО «Гринатом»,,1986-06-29,"10,2021",Высшее,Сердобское профессиональное училище N20,,,9.826344098802066,,0,,,
ФИО_711,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Инженер-дозиметрист (дежурный) 2категории,,2016-07-06,Ведущий проектно-изыскательский и научно-исследовательский институт промышленной технологии,,1993-02-01,20113-04-01,,,,,14.957827747807553,0.0816455629544582,0,35.19113614353387,,
