ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_519,0,Участник мероприятия,Квантовые технологии; ,Инженер-проектировщик 2 категории,,05.2015,Акционерное общество «Федеральный научно-производственный центр «Производственное объединение «Старт» имени М.В.Проценко»,,1995-03-24,,,,,,10.38298411723462,,0,29.103932106655282,,
ФИО_341,1,Участник мероприятия,Работы на токарных универсальных станках; ,Ведущий специалист по технической защите информации,,1999-06-18,Ведущий проектно-изыскательский и научно-исследовательский инсти,,1989-11-26,2021-11-01,,,,,70.85521004346796,0.07062441451730436,0,27.29062944441016,,
ФИО_301,0,Участник мероприятия,Инженер-конструктор; ,Инженер-проектировщик 2 категории,Нет,03.2016,"""ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"РУСАТОМ-АДДИТИВНЫЕ ТЕХНОЛОГИИ""""""",Информационная безопасность,2003-06-14,2016-10-10,,,,,6.268541981982333,0.0,0,33.34173026149456,,
ФИО_158,0,Участник мероприятия,Промышленная механика и монтаж; ,главный эксперт,,2021,Национальный исследовательский ядерный университет «МИФИ»,,,2021-03-15,Высшее,,,,9.372434996996924,0.11968552179906139,0,27.74040282688219,,
ФИО_181,0,Участник мероприятия,Инженерное проектирование; ,Инженер по качеству,,04.2002,"""АО Инжиниринговая компания """"АСЭ""""""",Инженер-конструктор,,2019-06-03,,,,,0.0,0.0,0,37.30382449925287,,
ФИО_84,0,Участник мероприятия,Инженер-конструктор; ,Инженер по качеству,,2019-04-01,"""АО """"Сибирский химический комбинат""""""",,1991-03-06,,,,,,18.612197321742222,,0,,,
ФИО_133,0,Участник мероприятия,Сварочные технологии; ,инженер-технолог участка изготовления твэлов транспортного направления,,,Чепецкий механический завод,,,,,,,,35.40742045322207,,0,,,
ФИО_165,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Инженер по охране труда,,2016-10-03,ФГУП комбинат электрохимприбор,,11.01.2002,2021-05-14,,Томский политехнический университет,,,40.858114393586646,0.1123445976649084,0,33.57698163339779,1.149790646062103,
ФИО_326,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Слесарь-ремонтник 5 разряда,,авг.08,"Федеральное государственное унитарное предприятие ""Горно-химический комбинат""",,1979-12-01,2022-03-28,,,,,23.76002980516929,,0,,,
ФИО_216,1,Участник мероприятия,Инженерное проектирование; ,Электромонтер по ремонту и обслуживанию электрооборудования,Нет,09.2008,"АО ""ВНИПИпротехнологии""",Радиационный контроль,1987-07-23,2021-05-14,,,,,0.0,,0,,,
ФИО_62,1,Участник мероприятия,Управление жизненным циклом; ,Студент,,,"АО ""ВНИПИпромтехнологии""",,,,,,,,0.0,0.0,0,43.54711048447936,,
ФИО_691,0,Участник мероприятия,Электроника; ,Старший специалист,,04.2007,"""""""Балаковоатомэнергоремонт"""" - филиал АО """"Атомэнергоремонт""""""",,26.09.1979,-,,,,,26.827687992848283,0.007290926887091112,0,22.007599985385482,,
ФИО_225,0,Участник мероприятия,Промышленная механика и монтаж; ,Специалист 1 категории,Инженер,04.2010,"АО ""ЦПТИ, Уральский филиал, научно-исследовательский и опытно-конструкторский отдел",Электромонтаж,1997-02-18,2003-02-06,,,,,12.684805759346926,,0,,,
ФИО_568,0,Участник мероприятия,Строительный контроль; ,Ведущий инженер,,2005-01-17,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1996-04-28,,,,,,11.418924507866588,0.11110205655289598,0,27.713105760410166,,
